electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,municipality_code,postcode,address,canton,commissioning_date,contract_period_end,company,tariff,project_name,production
0.00621,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.778,46.4821,Chexbres,1071,1071.0,,VD,2010-03-18,2035-12-31,Natural person,4257.22,Natural person,8.109
0.0043,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.3786,46.7789,Rueschegg,3153,3153.0,,BE,2010-03-19,2035-12-31,Natural person,2702.92,Natural person,4.395
0.0032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH024,6.8648,46.9663,Colombier,2013,2013.0,,NE,2010-03-19,2035-12-31,Natural person,2284.1099999999997,Natural person,3.714
0.1319,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.0943,47.1144,Buttisholz,6018,6018.0,Hetzlige 1,LU,2010-03-20,2035-12-31,Robert & Tobias Peterhans,54717.56999999999,PV Robert & Tobias Peterhans Buttisholz,135.10509
0.026,Renewable energy,Bioenergy,Biomass and biogas,Other or unspecified technology,BFE,CH0,CH02,CH021,7.5707,47.0887,Kirchberg,3422,3422.0,,BE,2010-03-20,2030-12-31,Natural person,83566.96,Natural person,172.303
0.0023,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH022,7.322,46.8899,Flamatt,3175,3175.0,,FR,2010-03-20,2035-12-31,Natural person,1155.71,Natural person,1.566
0.0103,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.5097,46.667,Pompaples,1318,1318.0,,VD,2010-03-22,2035-12-31,Natural person,6396.45,Natural person,10.43468
0.0043,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.7411,46.5826,Montpreveyres,1081,1081.0,,VD,2010-03-22,2035-12-31,Natural person,1787.8300000000002,Natural person,2.907
0.0101,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.1229,46.1788,Grand - Lancy,1212,1212.0,,GE,2010-03-23,2035-12-31,Juridical person,6400.94,Juridical person,10.425
0.0099,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.2744,47.4386,Andwil,9204,9204.0,,SG,2010-03-23,2035-12-31,Natural person,7066.99,Natural person,11.49105
0.0038,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.5649,46.9358,Zizers,7205,7205.0,,GR,2010-03-23,2035-12-31,Natural person,3256.61,Natural person,4.41273
0.022,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.2679,47.2906,Bettwil,5618,5618.0,,AG,2010-03-23,2035-12-31,Natural person,18309.82,Natural person,27.451
0.0101,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.1229,46.1788,Grand - Lancy,1212,1212.0,,GE,2010-03-23,2035-12-31,Juridical person,6470.31,Juridical person,10.538
0.0037,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.8555,47.256,Rüti,8630,8630.0,,ZH,2010-03-23,2035-12-31,Natural person,2428.02,Natural person,3.948
0.0126,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.4329,47.0326,Wangs,7323,7323.0,,SG,2010-03-23,2035-12-31,Natural person,7503.620000000001,Natural person,12.547863999999997
0.0032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.3064,47.0505,Luzern,6003,6003.0,,LU,2010-03-24,2035-12-31,Natural person,1867.7599999999998,Natural person,3.037
0.0063,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.2051,47.2606,Beinwil am See,5712,5712.0,,AG,2010-03-24,2035-12-31,Natural person,3996.9,Natural person,6.499
0.0032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH012,7.3369,46.2489,Savièse,1965,1965.0,,VS,2010-03-24,2035-12-31,Natural person,2125.07,Natural person,3.987
0.0035,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.486,47.1221,Sevelen,9475,9475.0,,SG,2010-03-24,2035-12-31,Natural person,2426.7900000000004,Natural person,3.946
0.0098,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH07,CH070,8.9379,45.8589,S. Pietro die Stabio,6854,6854.0,,TI,2010-03-25,2035-12-31,Natural person,7463.0199999999995,Natural person,12.135
0.0113,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH064,8.2751,46.9012,Kerns,6064,6064.0,,OW,2010-03-25,2035-12-31,Natural person,6756.900000000001,Natural person,11.15
0.0097,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH022,6.9008,46.5269,Châtel-St-Denis,1618,1618.0,,FR,2010-03-25,2035-12-31,Juridical person,8139.400000000001,Juridical person,11.029
0.0063,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.8664,46.6839,Matten bei Interlaken,3800,3800.0,,BE,2010-03-25,2035-12-31,Natural person,4641.28,Natural person,6.289
0.0063,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.2051,47.3285,Seengen,5707,5707.0,,AG,2010-03-25,2035-12-31,Natural person,3964.91,Natural person,6.447
0.0116,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.0964,47.1345,Weesen,8872,8872.0,,SG,2010-03-25,2035-12-31,Natural person,9884.16,Natural person,13.728
0.0041,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH024,6.7857,46.9021,Chez-le-Bart,2025,2025.0,,NE,2010-03-26,2035-12-31,Natural person,2809.95,Natural person,4.569
0.0037,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.1252,47.4402,Oberflachs,5108,5108.0,,AG,2010-03-26,2035-12-31,Natural person,2100.21,Natural person,3.415
0.0079,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.1504,47.4763,Lenggenwil,9525,9525.0,,SG,2010-03-26,2035-12-31,Natural person,1529.5,Natural person,2.487
0.0041,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH024,6.7857,46.9021,Chez-le-Bart,2025,2025.0,,NE,2010-03-26,2035-12-31,Natural person,2862.2,Natural person,4.654
0.0014,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.5312,47.0047,Maienfeld,7304,7304.0,,GR,2010-03-26,2035-12-31,Natural person,587.04,Natural person,0.795443
0.0174,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.0198,46.1741,Cartigny,1236,1236.0,,GE,2010-03-26,2035-12-31,Juridical person,11350.52,Juridical person,16.643
0.02,Renewable energy,Bioenergy,Sewage and landfill gas,,BFE,CH0,CH04,CH040,8.6063,47.5761,Flaach,8416,8416.0,,ZH,2010-03-26,2030-12-31,Juridical person,17034.21,Juridical person,72.361
0.01254,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.354,47.2058,Wildhaus,9658,9658.0,,SG,2010-03-26,2035-12-31,Natural person,5109.44,Natural person,11.586
0.008,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.6378,46.9067,Grosshöchstetten,3506,3506.0,,BE,2010-03-26,2035-12-31,Natural person,5150.01,Natural person,8.374
0.0096,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.2051,47.3285,Seengen,5707,5707.0,,AG,2010-03-26,2035-12-31,Juridical person,5881.25,Juridical person,9.563
0.006,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.3164,47.4705,Wettingen,5430,5430.0,,AG,2010-03-26,2035-12-31,Natural person,3822.23,Natural person,6.215
0.0052,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.0247,47.5117,Frick,5070,5070.0,,AG,2010-03-28,2035-12-31,Natural person,3506.73,Natural person,5.702
0.0065,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.1472,47.438,Veltheim,5106,5106.0,,AG,2010-03-29,2035-12-31,Natural person,2419.3999999999996,Natural person,3.934
0.0065,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.444,47.1825,Gams,9472,9472.0,,SG,2010-03-29,2035-12-31,Natural person,4145.1,Natural person,6.74
0.02278,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH065,8.3388,46.9559,Ennetmoos,6372,6372.0,,NW,2010-03-29,2035-12-31,Natural person,11442.330000000002,Natural person,25.371
0.0083,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH022,6.9808,46.785,Mannens,1775,1775.0,,FR,2010-03-29,2035-12-31,Natural person,6265.62,Natural person,10.188
0.01184,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.8416,47.2786,Dürnten,8635,8635.0,,ZH,2010-03-29,2035-12-31,Natural person,7494.320000000001,Natural person,12.899
0.0056,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.1408,47.3753,Schafisheim,5503,5503.0,,AG,2010-03-29,2035-12-31,Natural person,3059.6200000000003,Natural person,4.975
0.004,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.8737,46.4723,St-Légier,1806,1806.0,,VD,2010-03-30,2035-12-31,Natural person,2698.0099999999998,Natural person,4.387
0.009,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.3635,47.3692,Widen,8967,8967.0,,AG,2010-03-30,2035-12-31,Natural person,5580.499999999999,Natural person,9.074
0.1033,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.0151,47.4052,Erlinsbach,5018,5018.0,Bandweg 731,AG,2010-03-30,2035-12-31,Hansjörg Lüscher,29915.379999999997,PV Hansjörg Lüscher Erlinsbach,97.76265
0.0064,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.5341,46.8182,Ste-Croix,1450,1450.0,,VD,2010-03-30,2035-12-31,Juridical person,3831.74,Juridical person,6.276
0.0095,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.0995,47.2239,Tramelan,2720,2720.0,,BE,2010-03-30,2035-12-31,Natural person,6363.41,Natural person,10.347
0.0035,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH07,CH070,8.9179,45.9832,Montagnola,6926,6926.0,,TI,2010-03-31,2035-12-31,Natural person,1025.82,Natural person,1.668
0.0032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.771,46.7877,Eriz,3619,3619.0,,BE,2010-03-31,2035-12-31,Natural person,1740.45,Natural person,2.83
0.0059,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.6792,47.2644,Uetikon,8707,8707.0,,ZH,2010-03-31,2035-12-31,Natural person,3514.1100000000006,Natural person,5.714
0.0058,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.3096,47.0169,Horw,6048,6048.0,,LU,2010-03-31,2035-12-31,Natural person,3257.6700000000005,Natural person,5.297
0.0513,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.199,46.1881,Thônex,1226,1226.0,Chemin du Foron 19,GE,2010-03-31,2035-12-31,Romande Energie SA,26492.77,PV Romande Energie SA Thônex - Centrale solaire de Caran dAche,49.559175
0.005,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.2074,47.3682,Lenzburg,5600,5600.0,,AG,2010-03-31,2035-12-31,Juridical person,3233.06,Juridical person,5.257
0.116,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,7.794,47.5544,Rheinfelden,4310,4310.0,Riburgerstrasse 5,AG,2010-03-31,2035-12-31,AEW Energie AG,33240.80000000001,PV AEW Energie AG / Regional-Center Rheinfelden,106.672125
0.005,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.0995,47.2239,Tramelan,2720,2720.0,,BE,2010-03-31,2035-12-31,Natural person,2805.6299999999997,Natural person,4.562
0.0032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.7943,46.699,Beatenberg,3803,3803.0,,BE,2010-04-01,2035-12-31,Natural person,2148.2,Natural person,3.493
0.0032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH024,6.8444,46.9431,Cortaillod,2016,2016.0,,NE,2010-04-01,2035-12-31,Natural person,2027.0400000000002,Natural person,3.296
0.567,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH065,8.4059,46.9424,Stans,6370,6370.0,Bitzistrasse 2,NW,2010-04-01,2035-12-31,Kantonales Elektrizitätswerk Nidwalden - EWN ,336025.66,PVA Umbau & Erweiterung MMM Länderpark Stans,607.0156
0.0038,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.1024,46.184,Onex,1213,1213.0,,GE,2010-04-01,2035-12-31,Natural person,2532.83,Natural person,3.432
0.05,Renewable energy,Bioenergy,Sewage and landfill gas,,BFE,CH0,CH01,CH011,6.9781,46.2927,Ollon,1867,1867.0,Station d'épuration ,VD,2010-04-01,2030-12-31,Commune d'Ollon ,42780.850000000006,CCF de la STEP dOllon,181.7295
0.0101,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.2258,47.1507,Hildisrieden,6024,6024.0,,LU,2010-04-01,2035-12-31,Natural person,6787.16,Natural person,11.054
0.03,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.5379,46.5397,Echandens,1026,1026.0,Chemin du Chaney 77,VD,2010-04-01,2035-12-31,Commune d'Echandens,3207.2100000000005,PV Commune dEchandens - Nouveau Collège,5.727163000000001
0.0036,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.444,47.1825,Grabs,9472,9472.0,,SG,2010-04-01,2035-12-31,Natural person,2196.7799999999997,Natural person,3.572
0.0291,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH063,8.7744,47.1178,Gross,8841,8841.0,,SZ,2010-04-01,2035-12-31,Natural person,15380.029999999997,Natural person,23.589
0.0054,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.2903,47.1374,Tscherlach,8881,8881.0,,SG,2010-04-01,2035-12-31,Natural person,4724.899999999999,Natural person,6.402279
0.0054,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.6,47.2167,Hirzel,8816,8816.0,,ZH,2010-04-01,2035-12-31,Juridical person,4177.81,Juridical person,5.661
0.015,Renewable energy,Bioenergy,Sewage and landfill gas,,BFE,CH0,CH01,CH011,7.1462,46.4248,Chateau d'Oex,1660,1660.0,,VD,2010-04-01,2030-12-31,Juridical person,14810.229999999996,Juridical person,62.87975
0.004,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.7476,46.6293,Bergün,7482,7482.0,,GR,2010-04-01,2035-12-31,Natural person,2175.87,Natural person,3.538
0.0041,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.3862,47.3892,Bergdietikon,8962,8962.0,,AG,2010-04-01,2035-12-31,Natural person,2801.33,Natural person,4.555
0.0044,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.4312,47.2883,Zwillikon,8909,8909.0,,ZH,2010-04-01,2035-12-31,Natural person,2689.2799999999997,Natural person,3.644
0.0054,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.973,46.8801,Vallon,1565,1565.0,,VD,2010-04-01,2035-12-31,Natural person,2496.6700000000005,Natural person,3.383
0.0108,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.0884,47.2912,Schlossrued,5044,5044.0,,AG,2010-04-03,2035-12-31,Natural person,6944.439999999999,Natural person,11.403
0.0028,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.3258,47.4526,Neuenhof,5432,5432.0,,AG,2010-04-04,2035-12-31,Natural person,1845.0,Natural person,3.0
0.025,Renewable energy,Hydro,,Run-of-river,BFE,CH0,CH05,CH051,9.1324,47.119,Filzbach,8757,8757.0,,GL,2010-04-05,2035-12-31,Juridical person,21061.52,Juridical person,63.834
0.0042,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.1599,46.7073,Vattiz,7146,7146.0,,GR,2010-04-06,2035-12-31,Natural person,3540.96,Natural person,4.7980599999999995
0.0074,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.1252,47.4402,Oberflachs,5108,5108.0,,AG,2010-04-06,2035-12-31,Natural person,4209.07,Natural person,6.844
0.0047,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH025,7.2984,47.3577,Develier,2802,2802.0,,JU,2010-04-07,2035-12-31,Natural person,3864.8999999999996,Natural person,5.237
0.0142,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,7.9459,47.2878,Zofingen,4800,4800.0,,AG,2010-04-07,2035-12-31,Juridical person,10391.61,Juridical person,17.72
0.007,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.0027,47.4487,Oberhof,5062,5062.0,,AG,2010-04-07,2035-12-31,Natural person,3681.3999999999996,Natural person,5.986
0.004,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.1864,46.1984,Chêne Bougeries,1224,1224.0,,GE,2010-04-07,2035-12-31,Natural person,1900.36,Natural person,2.575
0.0306,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.3342,46.9918,Säriswil,3049,3049.0,Wahlendorfstrasse 20 B,BE,2010-04-07,2035-12-31,Fritz Wyss AG,22471.579999999998,PV Fritz Wyss AG Säriswil,34.865
0.005,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.0151,47.4052,Erlinsbach,5018,5018.0,,AG,2010-04-07,2035-12-31,Natural person,3477.9400000000005,Natural person,5.655139000000001
0.0081,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.6374,47.4525,St. Margrethen,9430,9430.0,,SG,2010-04-08,2035-12-31,Juridical person,4435.64,Juridical person,8.322
0.0035,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.3473,47.0962,Buchrain,6033,6033.0,,LU,2010-04-08,2035-12-31,Natural person,2410.7999999999997,Natural person,3.92
0.0032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.1118,47.2626,Schmiedrued-Walde,5046,5046.0,,AG,2010-04-08,2035-12-31,Natural person,1978.4399999999998,Natural person,3.217
0.0039,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.6311,46.8664,Konolfingen,3510,3510.0,,BE,2010-04-08,2035-12-31,Juridical person,2484.6,Juridical person,4.04
0.0126,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.2788,47.3524,Wohlen,5610,5610.0,,AG,2010-04-08,2035-12-31,Juridical person,7948.61,Juridical person,13.292
0.0081,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,7.0221,46.9234,Bellerive,1585,1585.0,,VD,2010-04-09,2035-12-31,Natural person,4243.75,Natural person,7.962
0.0041,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH024,6.7725,46.8942,St-Aubin-Sauges,2024,2024.0,,NE,2010-04-09,2035-12-31,Natural person,2953.2400000000002,Natural person,4.802
0.0053,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.3664,47.0072,Meikirch,3045,3045.0,,BE,2010-04-09,2035-12-31,Natural person,4179.299999999999,Natural person,5.663
0.0642,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.8079,47.5026,Elsau,8352,8352.0,Auwiesenstrasse 11,ZH,2010-04-09,2035-12-31,regiosol AG,25970.890000000003,PV regiosol AG Elsau1,60.037075
0.0032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH024,6.8775,46.9864,Corcelles,2035,2035.0,,NE,2010-04-09,2035-12-31,Natural person,966.1600000000001,Natural person,1.571
0.004,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH022,7.0173,46.6155,Vuadens,1628,1628.0,,FR,2010-04-09,2035-12-31,Natural person,2664.79,Natural person,4.333
0.0065,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.3222,47.0997,Busswil,3292,3292.0,,BE,2010-04-10,2035-12-31,Natural person,3506.7300000000005,Natural person,5.702
0.0032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH023,7.5147,47.2197,Langendorf,4513,4513.0,,SO,2010-04-10,2035-12-31,Natural person,2058.87,Natural person,3.3477700000000006
0.0041,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH022,7.1513,46.8024,Fribourg,1700,1700.0,,FR,2010-04-12,2035-12-31,Natural person,2798.24,Natural person,4.55
0.0063,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.7438,46.9745,Zollbrück,3436,3436.0,,BE,2010-04-12,2035-12-31,Natural person,4394.780000000001,Natural person,7.146
0.0033,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.0455,47.4615,Wil,9500,9500.0,,SG,2010-04-12,2035-12-31,Natural person,2213.1300000000006,Natural person,3.5985600000000004
0.175,Renewable energy,Bioenergy,Sewage and landfill gas,,BFE,CH0,CH05,CH057,9.2388,47.4957,Bischofszell,9220,9220.0,Gihlstrasse 20,TG,2010-04-12,2030-12-31,AV Region Bischofszell,250317.05999999997,BHKW Klärgasnutzung ARA Bischofszell,1280.91195
0.03463,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.4028,46.8736,Oberbalm,3096,3096.0,Jurablickweg 6,BE,2010-04-12,2035-12-31,Werner Spycher p.a. Jörg Rudolf Zeller,26196.750000000004,PV Werner Spycher Oberbalm,41.12520000000001
0.0032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,8.1342,46.7186,Meiringen,3860,3860.0,,BE,2010-04-12,2035-12-31,Natural person,2039.33,Natural person,3.316
0.0029,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.0564,47.3187,Hirschthal,5042,5042.0,,AG,2010-04-13,2035-12-31,Natural person,1815.7199999999998,Natural person,2.9524179999999993
0.0074,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH065,8.3094,46.9843,Hergiswil,6052,6052.0,,NW,2010-04-13,2035-12-31,Natural person,5321.71,Natural person,7.211
0.0032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH024,6.8158,46.9723,Chambrelien,2019,2019.0,,NE,2010-04-13,2035-12-31,Juridical person,2148.81,Juridical person,3.494
0.0739,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.2598,46.5143,Gimel,1188,1188.0,Avenue de la Rosière,VD,2010-04-13,2035-12-31,Romande Energie SA,35062.63999999999,PV Collège du Marais Gimel,59.852475
0.11979,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.7104,47.2833,Esslingen,8133,8133.0,Linden 4,ZH,2010-04-14,2035-12-31,Bruno Heer,50410.420000000006,PV Bruno Heer Esslingen - Lindenstrom,116.153025
0.0073,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH07,CH070,8.8841,45.9957,Vernate,6992,6992.0,,TI,2010-04-14,2035-12-31,Natural person,3068.3700000000003,Natural person,9.132
0.4286,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.4828,46.9743,Ittigen,3063,3063.0,Länggasse 100,BE,2010-04-14,2035-12-31,Peter Wyss,166281.25999999998,PV Peter Wyss Ittigen,406.0424
0.0136,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.0264,47.3388,Kölliken,5742,5742.0,,AG,2010-04-14,2035-12-31,Natural person,7498.480000000001,Natural person,12.645
0.016,Renewable energy,Hydro,,Run-of-river,BFE,CH0,CH05,CH053,9.4536,47.3615,Gais,9056,9056.0,,AR,2010-04-14,2035-12-31,Natural person,3074.0499999999997,Natural person,8.783
0.0064,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.444,47.1825,Grabs,9472,9472.0,,SG,2010-04-14,2035-12-31,Natural person,3547.9399999999996,Natural person,5.769
0.0018,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.1166,46.1679,Plan-les-Ouates,1228,1228.0,,GE,2010-04-15,2035-12-31,Natural person,1055.3500000000001,Natural person,1.716
0.0046,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.3459,47.3144,Besenbüren,5627,5627.0,,AG,2010-04-15,2035-12-31,Natural person,2052.88,Natural person,3.338
0.0059,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.3582,47.3447,Zufikon,5621,5621.0,,AG,2010-04-15,2035-12-31,Natural person,3799.9700000000003,Natural person,5.149
0.03,Renewable energy,Hydro,,Other or unspecified technology,BFE,CH0,CH02,CH022,7.2243,46.7869,St-Ursen,1717,1717.0,Römerswil 9b,FR,2010-04-15,2035-12-31,Eau de Fribourg - Freiburger Wasser SA,50551.29000000001,Turbinage eau de la Hofmatt à Bourguillon St.-Ursen,173.192
0.019,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,7.9459,47.2878,Zofingen,4800,4800.0,,AG,2010-04-15,2035-12-31,Juridical person,9969.85,Juridical person,21.098
0.0046,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH022,7.1885,46.8492,Düdingen,3186,3186.0,,FR,2010-04-15,2035-12-31,Natural person,1192.6199999999997,Natural person,1.616
